route_id,trip_id,service_id,direction_id,shape_id
18321,2021265,2,0,186195
18321,2021266,2,1,154165
18321,2021267,2,0,186195
18321,2021268,2,1,154165
18321,2021269,2,0,186195
18321,2021270,2,1,154165
18321,2021271,2,0,186195
18321,2021272,2,1,154165
18321,2021273,2,0,186195
18321,2021274,2,1,154165
18321,2021277,2,0,186195
18321,2021278,2,1,154165
18321,2021279,2,0,186195
18321,2021283,2,1,154165
15802,2026607,3,0,74241
15802,2026608,3,1,186181
15802,2026610,3,0,74241
15802,2026611,3,1,186181
15802,2026613,3,0,74241
15802,2026614,3,1,186181
15802,2026615,3,0,74241
15802,2026616,3,1,186181
15802,2026617,3,0,74241
15802,2026618,3,1,186181
15802,2026619,3,0,74241
15802,2026620,3,1,186181
15802,2026621,3,0,74241
15802,2026622,3,1,186181
15802,2026623,3,0,74241
15802,2026624,3,1,186181
15802,2026625,3,0,74241
15802,2026626,3,1,186181
15802,2026628,3,0,74241
15802,2026629,3,1,186181
15802,2026630,3,0,74241
15802,2026631,3,1,186181
15802,2026632,3,0,74241
15802,2026633,3,1,186181
15802,2026634,3,0,74241
15802,2026635,3,1,186181
15802,2026636,3,0,74241
15802,2026637,3,1,186181
15802,2026638,3,0,74241
15802,2026639,3,1,186181
15802,2026640,3,0,74241
15802,2026641,3,1,186181
15802,2026642,3,0,74241
15802,2026643,3,1,186181
17424,2096412,6,1,186411
21563,2128002,3,1,103381
21563,2129017,2,1,103381
21563,2129019,2,1,103381
15172,2238078,8,1,186197
15172,2238079,8,0,74192
15172,2238080,8,1,186196
15172,2238081,8,1,186197
15172,2238084,8,0,74192
15172,2238085,8,1,186196
15172,2238086,8,0,74193
15172,2238087,8,0,74192
15172,2238088,8,1,186196
15172,2238089,8,0,74192
15172,2238090,8,1,186196
15172,2238091,8,0,74192
15172,2238092,8,1,186196
15172,2238093,8,0,74192
15172,2238094,8,1,186196
15172,2238095,8,0,74192
15172,2238096,8,1,186196
15172,2238097,8,0,74192
15172,2238098,8,1,186196
15172,2238099,8,0,74193
15172,2238100,8,1,186197
15172,2238101,8,0,74192
15172,2238102,8,1,186196
15172,2238103,8,0,74193
15172,2238104,8,1,186197
15172,2238105,8,0,74192
15172,2238106,8,1,186196
15172,2238107,8,0,74193
15172,2238108,8,1,186197
15172,2238109,8,0,74192
15172,2238110,8,1,186196
15172,2238111,8,0,74193
15172,2238113,8,0,74192
15172,2238114,8,1,186196
15172,2238116,8,0,74192
15172,2238117,8,1,186196
15172,2238118,8,0,74192
15172,2238119,8,1,186196
15172,2238120,8,0,74192
15172,2238121,8,1,186196
15172,2238122,8,0,74192
15172,2238123,8,1,186196
15172,2238124,8,0,74192
15172,2238125,8,1,186196
15172,2238126,8,0,74192
15172,2238127,8,1,186196
15172,2238128,8,0,74192
15172,2238129,8,1,186196
15172,2238130,8,0,74192
15172,2238131,8,1,186196
15172,2238132,8,0,74192
15172,2238133,8,1,186196
15172,2238135,8,1,186197
15172,2238195,9,1,186197
15172,2238196,9,0,74192
15172,2238197,9,1,186196
15172,2238198,9,1,186197
15172,2238201,9,0,74192
15172,2238202,9,1,186196
15172,2238203,9,0,74193
15172,2238204,9,0,74192
15172,2238205,9,1,186196
15172,2238206,9,0,74192
15172,2238207,9,1,186196
15172,2238208,9,0,74192
15172,2238209,9,1,186196
15172,2238210,9,0,74192
15172,2238211,9,1,186196
15172,2238212,9,0,74192
15172,2238213,9,1,186196
15172,2238214,9,0,74192
15172,2238215,9,1,186196
15172,2238216,9,0,74193
15172,2238217,9,1,186197
15172,2238218,9,0,74192
15172,2238219,9,1,186196
15172,2238220,9,0,74193
15172,2238221,9,1,186197
15172,2238222,9,0,74192
15172,2238223,9,1,186196
15172,2238224,9,0,74193
15172,2238225,9,1,186197
15172,2238226,9,0,74192
15172,2238227,9,1,186196
15172,2238228,9,0,74193
15172,2238230,9,0,74192
15172,2238231,9,1,186196
15172,2238233,9,0,74192
15172,2238234,9,1,186196
15172,2238235,9,0,74192
15172,2238236,9,1,186196
15172,2238237,9,0,74192
15172,2238238,9,1,186196
15172,2238239,9,0,74192
15172,2238240,9,1,186196
15172,2238241,9,0,74192
15172,2238242,9,1,186196
15172,2238243,9,0,74192
15172,2238244,9,1,186196
15172,2238245,9,0,74192
15172,2238246,9,1,186196
15172,2238247,9,0,74192
15172,2238248,9,1,186196
15172,2238249,9,0,74192
15172,2238250,9,1,186196
15172,2238252,9,1,186197
15188,2242381,2,0,74199
15188,2242382,2,1,74200
15188,2242383,2,0,74199
15188,2242384,2,1,74200
15188,2242385,2,0,74199
15188,2242386,2,1,74200
15188,2242387,2,0,74199
15188,2242388,2,1,74200
15188,2242389,2,0,74199
15188,2242390,2,1,74200
15188,2242391,2,0,74199
15188,2242392,2,1,74200
15188,2242394,2,0,74199
15188,2242395,2,1,74200
15188,2242396,2,0,74199
15188,2242397,2,1,74200
15188,2242399,2,0,74199
15188,2242400,2,1,74200
15188,2242402,2,0,74199
15188,2242403,2,1,74200
15188,2242405,2,0,74199
15188,2242406,2,1,74200
15188,2242408,2,0,74199
15188,2242409,2,1,74200
15188,2242410,2,0,74199
15188,2242411,2,1,74200
15188,2242415,2,0,74199
15188,2242416,2,1,74200
15188,2242417,2,0,74199
15188,2242418,2,1,74200
15188,2242421,2,0,74199
15188,2242422,2,1,74200
15188,2242424,2,0,74199
15188,2242425,2,1,74200
15188,2242427,2,0,74199
15188,2242428,2,1,74200
15188,2242430,2,0,74199
15188,2242431,2,1,74200
15188,2242433,2,0,74199
15188,2242434,2,1,74200
15188,2242436,2,0,74199
15188,2242437,2,1,74200
15188,2242439,2,0,74199
15188,2242440,2,1,74200
15188,2242441,2,0,74199
15188,2242442,2,1,74200
15188,2242443,2,0,74199
15188,2242444,2,1,74200
15188,2242445,2,0,74199
15188,2242446,2,1,74200
15188,2242447,2,0,74199
15188,2242448,2,1,74200
15188,2242449,2,0,74199
15188,2242450,2,1,74200
15188,2242452,2,0,74199
15188,2242453,2,1,74200
15188,2242454,2,0,74199
15188,2242455,2,1,74200
15188,2242456,2,0,74199
15188,2242457,2,1,74200
15188,2242458,2,0,74199
15188,2242459,2,1,74200
15188,2242460,2,0,74199
15188,2242461,2,1,74200
15188,2242462,2,0,74199
15188,2242463,2,1,74200
15188,2242464,2,0,74199
15188,2242465,2,1,74200
15188,2242466,2,0,74199
15188,2242467,2,1,74200
15188,2242468,2,0,74199
15188,2242469,2,1,74200
15188,2242471,2,0,74199
15188,2242472,2,1,74200
15188,2242474,2,0,74199
15188,2242475,2,1,74200
15214,2243661,6,0,186192
15214,2243662,6,1,154158
15214,2243663,6,0,154159
15214,2243664,6,1,154158
15214,2243665,6,0,186192
15214,2243666,6,1,154158
15214,2243667,6,0,154159
15214,2243668,6,1,154158
15214,2243669,6,0,154159
15214,2243670,6,1,154158
15214,2243671,6,0,154159
15214,2243672,6,1,154158
15214,2243673,6,0,154159
15214,2243674,6,1,154158
15214,2243675,6,0,154159
15214,2243676,6,1,154158
15214,2243677,6,0,154159
15214,2243678,6,1,154158
15214,2243681,6,0,154159
15214,2243682,6,1,154158
15214,2243683,6,0,154159
15214,2243684,6,1,154158
15214,2243685,6,1,154158
15214,2243686,6,0,154159
15214,2243687,6,1,154158
15214,2243688,6,0,154159
15214,2243689,6,1,154158
15214,2243690,6,0,154159
15214,2243691,6,1,186215
15214,2243692,6,0,154159
15214,2243693,6,1,186215
15214,2243695,6,1,186215
15214,2243697,6,1,186215
15214,2243700,6,0,186192
15214,2243701,6,0,154159
15214,2243702,6,1,154158
15214,2243703,6,0,154159
15214,2243704,6,1,154158
15214,2243705,6,0,154159
15214,2243751,6,0,186192
15234,2244313,2,0,74197
15234,2244314,2,1,74198
15234,2244315,2,0,74197
15234,2244316,2,1,74198
15234,2244317,2,0,74197
15234,2244318,2,1,74198
15234,2244319,2,0,74197
15234,2244320,2,1,74198
15234,2244321,2,0,74197
15234,2244322,2,1,74198
15234,2244323,2,0,74197
15234,2244324,2,1,74198
15234,2244325,2,0,74197
15234,2244326,2,1,74198
15234,2244327,2,0,74197
15234,2244328,2,1,74198
15234,2244329,2,0,74197
15234,2244330,2,1,74198
15234,2244331,2,0,74197
15234,2244332,2,1,74198
15234,2244333,2,0,74197
15234,2244334,2,1,74198
15234,2244336,2,0,74197
15234,2244337,2,1,74198
15234,2244338,2,0,74197
15234,2244339,2,1,74198
15234,2244342,2,0,74197
15234,2244343,2,1,74198
15234,2244344,2,0,74197
15234,2244345,2,1,74198
15234,2244347,2,0,74197
15234,2244348,2,1,74198
15234,2244349,2,0,74197
15234,2244350,2,1,74198
15234,2244352,2,0,74197
15234,2244353,2,1,74198
15234,2244354,2,0,74197
15234,2244355,2,1,74198
15234,2244356,2,0,74197
15234,2244357,2,1,74198
15234,2244358,2,0,74197
15234,2244359,2,1,74198
15234,2244360,2,0,74197
15234,2244361,2,1,74198
15234,2244362,2,0,74197
15234,2244363,2,1,74198
15234,2244364,2,0,74197
15234,2244365,2,1,74198
15234,2244366,2,0,74197
15234,2244367,2,1,74198
15234,2244368,2,0,74197
15234,2244369,2,1,74198
15234,2244370,2,0,74197
15234,2244371,2,1,74198
15234,2244373,2,0,74197
15234,2244374,2,1,74198
15234,2244375,2,0,74197
15234,2244376,2,1,74198
15234,2244378,2,0,74197
15234,2244379,2,1,74198
15234,2244380,2,0,74197
15234,2244381,2,1,74198
15234,2244382,2,0,74197
15234,2244383,2,1,74198
15234,2244384,2,0,74197
15234,2244385,2,1,74198
15234,2244455,3,0,74197
15234,2244456,3,1,74198
15234,2244458,3,0,74197
15234,2244459,3,1,74198
15234,2244460,3,0,74197
15234,2244461,3,1,74198
15234,2244463,3,0,74197
15234,2244464,3,1,74198
15234,2244465,3,0,74197
15234,2244466,3,1,74198
15234,2244467,3,0,74197
15234,2244468,3,1,74198
15234,2244469,3,0,74197
15234,2244470,3,1,74198
15234,2244471,3,0,74197
15234,2244472,3,1,74198
15234,2244473,3,0,74197
15234,2244474,3,1,74198
15234,2244476,3,0,74197
15234,2244477,3,1,74198
15234,2244478,3,0,74197
15234,2244479,3,1,74198
15234,2244480,3,0,74197
15234,2244481,3,1,74198
15234,2244482,3,0,74197
15234,2244483,3,1,74198
15234,2244484,3,0,74197
15234,2244485,3,1,74198
15234,2244486,3,0,74197
15234,2244487,3,1,74198
15234,2244488,3,0,74197
15234,2244489,3,1,74198
15234,2244490,3,0,74197
15234,2244491,3,1,74198
15234,2244492,3,0,74197
15234,2244493,3,1,74198
15234,2244494,3,0,74197
15234,2244495,3,1,74198
15802,2245001,2,0,74241
15802,2245002,2,1,186181
15802,2245004,2,0,74241
15802,2245005,2,1,186181
15802,2245006,2,0,74241
15802,2245007,2,1,186181
15802,2245008,2,0,74241
15802,2245009,2,1,186181
15802,2245010,2,0,74241
15802,2245011,2,1,186181
15802,2245012,2,0,74241
15802,2245013,2,1,186181
15802,2245014,2,0,74241
15802,2245015,2,1,186181
15802,2245016,2,0,74241
15802,2245017,2,1,186181
15802,2245018,2,0,74241
15802,2245019,2,1,186181
15802,2245021,2,0,74241
15802,2245022,2,1,186181
15802,2245023,2,0,74241
15802,2245024,2,1,186181
15802,2245026,2,0,74241
15802,2245027,2,1,186181
15802,2245028,2,0,74241
15802,2245029,2,1,186181
15802,2245030,2,0,74241
15802,2245031,2,1,186181
15802,2245032,2,0,74241
15802,2245033,2,1,186181
15802,2245034,2,0,74241
15802,2245035,2,1,186181
15802,2245036,2,0,74241
15802,2245037,2,1,186181
15802,2245039,2,0,74241
